
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","0.0","14.0","0.0","0.0","3.0","0.0","11.5","0.5","0.0","0.0","1.3","0.6"
"02","T","11.0","0.0","0.0","0.0","36.0","1.0","0.1","11.5","0.0","0.0","0.0"
"03","15.0","1.5","0.0","0.0","2.5","8.5","23.3","0.0","1.7","0.0","0.0","T"
"04","0.7","4.5","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.9","0.0"
"05","0.7","6.2","0.0","0.0","19.5","12.0","0.0","0.0","1.2","0.2","0.0","0.0"
"06","32.1","T","0.0","0.0","0.0","34.3","0.0","0.8","5.0","15.0","0.0","0.0"
"07","T","0.0","0.0","0.0","0.0","3.8","14.6","15.0","1.9","19.5","0.0","0.0"
"08","3.1","0.0","0.8","0.0","20.2","0.0","13.4","0.0","0.3","15.3","T","0.0"
"09","0.0","0.0","20.3","0.0","1.0","30.3","12.9","11.5","50.5","22.0","0.0","0.0"
"10","0.0","0.0","45.0","10.0","11.3","3.2","43.7","9.0","35.0","8.5","6.1","6.0"
"11","22.5","T","18.7","15.0","27.2","5.5","7.0","25.9","0.0","3.5","0.0","4.0"
"12","4.5","0.0","6.5","2.0","0.0","0.3","3.0","T","5.5","13.9","T","0.0"
"13","3.0","0.0","39.7","56.3","2.4","36.6","0.0","6.0","2.0","0.7","0.0","0.0"
"14","0.0","6.3","10.7","23.0","0.0","44.7","0.0","0.0","18.9","0.7","0.0","T"
"15","2.5","0.6","12.6","7.1","0.0","0.0","0.0","0.0","0.6","12.4","0.0","T"
"16","T","0.2","7.5","T","68.6","0.0","0.0","0.0","0.5","1.0","0.0","0.0"
"17","33.5","4.0","0.5","2.4","T","82.5","1.5","0.1","64.5","1.9","0.0","0.0"
"18","0.2","9.0","24.0","6.9","0.0","21.7","22.0","19.7","29.0","0.0","1.0","0.0"
"19","9.5","0.2","23.5","0.0","0.0","0.0","5.2","2.0","0.0","0.0","0.0","0.0"
"20","6.0","0.2","2.2","0.0","0.0","0.0","15.5","0.0","0.5","2.0","10.5","0.0"
"21","14.7","0.0","3.5","0.0","0.5","2.0","0.0","0.0","0.0","0.0","19.5","T"
"22","33.0","T","0.3","0.0","0.2","0.0","0.0","0.0","8.5","17.5","23.0","4.0"
"23","36.5","3.2","31.0","T","6.8","0.4","0.0","0.5","0.4","0.0","35.1","0.0"
"24","6.0","3.0","10.5","3.1","0.5","4.5","0.0","0.0","0.0","0.0","0.5","T"
"25","0.0","0.5","27.9","1.4","T","0.0","0.0","0.0","T","0.0","0.0","0.0"
"26","0.0","4.0","0.0","1.3","0.0","6.3","0.0","0.0","5.7","0.0","3.2","0.0"
"27","T","10.5","0.5","48.3","22.5","0.1","0.0","35.5","181.5","0.0","10.5","T"
"28","2.1","0.0","0.0","7.0","0.5","36.9","0.0","14.8","3.3","0.0","0.0","1.7"
"29","21.5","0.0","0.0","0.0","0.0","59.5","0.0","0.0","0.0","3.5","T","0.2"
"30","8.9","--","0.0","0.6","0.0","0.7","0.0","0.0","0.0","0.0","T","0.0"
"31","T","--","0.0","--","T","--","0.0","0.0","--","T","--","0.0"
"總和","256.0","78.9","285.7","184.4","186.7","429.8","174.6","141.4","428.5","137.6","111.6","16.5"
