Date,Precipitation,year,dayofyear
2016-01-01,0.8,2016,1
2016-01-02,7.696969696969697,2016,2
2016-01-03,32.92424242424242,2016,3
2016-01-04,2.242424242424242,2016,4
2016-01-05,1.7121212121212122,2016,5
2016-01-06,19.73030303030303,2016,6
2016-01-07,1.8151515151515152,2016,7
2016-01-08,6.160606060606061,2016,8
2016-01-09,0.1727272727272727,2016,9
2016-01-10,1.7,2016,10
2016-01-11,15.599999999999998,2016,11
2016-01-12,5.463636363636364,2016,12
2016-01-13,6.172727272727272,2016,13
2016-01-14,0.11515151515151514,2016,14
2016-01-15,5.424242424242424,2016,15
2016-01-16,1.6121212121212123,2016,16
2016-01-17,21.85151515151515,2016,17
2016-01-18,0.3545454545454545,2016,18
2016-01-19,2.2090909090909094,2016,19
2016-01-20,3.3515151515151516,2016,20
2016-01-21,7.118181818181818,2016,21
2016-01-22,16.242424242424242,2016,22
2016-01-23,21.563636363636363,2016,23
2016-01-24,4.3121212121212125,2016,24
2016-01-25,0.14545454545454545,2016,25
2016-01-26,0.1484848484848485,2016,26
2016-01-27,1.621212121212121,2016,27
2016-01-28,7.721212121212121,2016,28
2016-01-29,28.815151515151513,2016,29
2016-01-30,11.872727272727273,2016,30
2016-01-31,2.0424242424242425,2016,31
2016-02-01,13.145454545454546,2016,32
2016-02-02,7.515151515151516,2016,33
2016-02-03,3.533333333333333,2016,34
2016-02-04,5.475757575757576,2016,35
2016-02-05,6.181818181818182,2016,36
2016-02-06,0.2636363636363636,2016,37
2016-02-07,0.0,2016,38
2016-02-08,0.0,2016,39
2016-02-09,0.0,2016,40
2016-02-10,0.027272727272727275,2016,41
2016-02-11,7.115151515151515,2016,42
2016-02-12,2.5575757575757576,2016,43
2016-02-13,0.030303030303030304,2016,44
2016-02-14,8.718181818181819,2016,45
2016-02-15,1.5515151515151515,2016,46
2016-02-16,1.115151515151515,2016,47
2016-02-17,2.287878787878788,2016,48
2016-02-18,3.881818181818182,2016,49
2016-02-19,1.4242424242424243,2016,50
2016-02-20,1.0090909090909093,2016,51
2016-02-21,0.05151515151515152,2016,52
2016-02-22,0.5454545454545454,2016,53
2016-02-23,3.3727272727272726,2016,54
2016-02-24,6.693939393939394,2016,55
2016-02-25,3.018181818181818,2016,56
2016-02-26,5.03939393939394,2016,57
2016-02-27,5.109090909090909,2016,58
2016-02-28,0.406060606060606,2016,59
2016-02-29,0.06969696969696969,2016,60
2016-03-01,0.0,2016,61
2016-03-02,0.0,2016,62
2016-03-03,0.06060606060606061,2016,63
2016-03-04,0.08181818181818182,2016,64
2016-03-05,5.287878787878788,2016,65
2016-03-06,0.3181818181818182,2016,66
2016-03-07,0.09999999999999999,2016,67
2016-03-08,0.5757575757575758,2016,68
2016-03-09,11.745454545454546,2016,69
2016-03-10,33.75757575757576,2016,70
2016-03-11,14.457575757575759,2016,71
2016-03-12,5.403030303030303,2016,72
2016-03-13,22.96060606060606,2016,73
2016-03-14,11.663636363636362,2016,74
2016-03-15,5.53030303030303,2016,75
2016-03-16,3.1515151515151514,2016,76
2016-03-17,1.1575757575757577,2016,77
2016-03-18,12.92121212121212,2016,78
2016-03-19,5.184848484848485,2016,79
2016-03-20,3.033333333333333,2016,80
2016-03-21,6.406060606060606,2016,81
2016-03-22,3.0515151515151517,2016,82
2016-03-23,21.584848484848482,2016,83
2016-03-24,9.393939393939394,2016,84
2016-03-25,15.190909090909091,2016,85
2016-03-26,0.4484848484848485,2016,86
2016-03-27,0.29696969696969694,2016,87
2016-03-28,0.0,2016,88
2016-03-29,0.0,2016,89
2016-03-30,0.27878787878787875,2016,90
2016-03-31,1.0363636363636364,2016,91
2016-04-01,0.19393939393939394,2016,92
2016-04-02,0.045454545454545456,2016,93
2016-04-03,0.3151515151515152,2016,94
2016-04-04,0.12727272727272726,2016,95
2016-04-05,0.006060606060606061,2016,96
2016-04-06,0.009090909090909092,2016,97
2016-04-07,0.6212121212121212,2016,98
2016-04-08,0.13636363636363635,2016,99
2016-04-09,0.7757575757575758,2016,100
2016-04-10,14.309090909090909,2016,101
2016-04-11,19.578787878787878,2016,102
2016-04-12,4.3,2016,103
2016-04-13,34.85757575757576,2016,104
2016-04-14,32.381818181818176,2016,105
2016-04-15,21.775757575757577,2016,106
2016-04-16,0.1575757575757576,2016,107
2016-04-17,2.603030303030303,2016,108
2016-04-18,10.175757575757576,2016,109
2016-04-19,0.0030303030303030303,2016,110
2016-04-20,0.02121212121212121,2016,111
2016-04-21,0.1787878787878788,2016,112
2016-04-22,0.506060606060606,2016,113
2016-04-23,2.242424242424242,2016,114
2016-04-24,7.875757575757575,2016,115
2016-04-25,1.996969696969697,2016,116
2016-04-26,1.4757575757575758,2016,117
2016-04-27,14.9,2016,118
2016-04-28,8.030303030303031,2016,119
2016-04-29,0.506060606060606,2016,120
2016-04-30,1.1272727272727272,2016,121
2016-05-01,4.972727272727273,2016,122
2016-05-02,5.151515151515151,2016,123
2016-05-03,1.4272727272727272,2016,124
2016-05-04,0.4636363636363637,2016,125
2016-05-05,3.8848484848484843,2016,126
2016-05-06,0.030303030303030304,2016,127
2016-05-07,0.1575757575757576,2016,128
2016-05-08,0.9606060606060606,2016,129
2016-05-09,0.506060606060606,2016,130
2016-05-10,11.27878787878788,2016,131
2016-05-11,13.542424242424241,2016,132
2016-05-12,1.1272727272727274,2016,133
2016-05-13,7.003030303030303,2016,134
2016-05-14,2.896969696969697,2016,135
2016-05-15,0.8606060606060606,2016,136
2016-05-16,18.433333333333334,2016,137
2016-05-17,1.2696969696969695,2016,138
2016-05-18,0.6818181818181818,2016,139
2016-05-19,1.5030303030303032,2016,140
2016-05-20,0.40606060606060607,2016,141
2016-05-21,7.612121212121211,2016,142
2016-05-22,13.524242424242425,2016,143
2016-05-23,10.881818181818183,2016,144
2016-05-24,2.7333333333333334,2016,145
2016-05-25,0.8545454545454546,2016,146
2016-05-26,0.21212121212121213,2016,147
2016-05-27,3.4484848484848483,2016,148
2016-05-28,0.27878787878787875,2016,149
2016-05-29,1.4000000000000001,2016,150
2016-05-30,1.784848484848485,2016,151
2016-05-31,0.8363636363636364,2016,152
2016-06-01,0.01818181818181818,2016,153
2016-06-02,20.12121212121212,2016,154
2016-06-03,2.93030303030303,2016,155
2016-06-04,0.4363636363636364,2016,156
2016-06-05,16.85151515151515,2016,157
2016-06-06,10.49090909090909,2016,158
2016-06-07,5.078787878787878,2016,159
2016-06-08,2.106060606060606,2016,160
2016-06-09,10.01818181818182,2016,161
2016-06-10,23.53939393939394,2016,162
2016-06-11,46.70909090909091,2016,163
2016-06-12,21.23939393939394,2016,164
2016-06-13,43.82424242424243,2016,165
2016-06-14,30.4,2016,166
2016-06-15,0.6878787878787879,2016,167
2016-06-16,2.1606060606060606,2016,168
2016-06-17,17.46060606060606,2016,169
2016-06-18,2.5212121212121215,2016,170
2016-06-19,3.06969696969697,2016,171
2016-06-20,2.8000000000000003,2016,172
2016-06-21,0.9666666666666668,2016,173
2016-06-22,0.8696969696969697,2016,174
2016-06-23,2.2090909090909094,2016,175
2016-06-24,2.678787878787879,2016,176
2016-06-25,1.8121212121212122,2016,177
2016-06-26,1.8909090909090909,2016,178
2016-06-27,1.2393939393939393,2016,179
2016-06-28,7.624242424242424,2016,180
2016-06-29,12.281818181818181,2016,181
2016-06-30,2.175757575757576,2016,182
2016-07-01,4.524242424242424,2016,183
2016-07-02,7.090909090909091,2016,184
2016-07-03,7.384848484848485,2016,185
2016-07-04,2.4212121212121214,2016,186
2016-07-05,0.8272727272727273,2016,187
2016-07-06,1.6121212121212123,2016,188
2016-07-07,8.260606060606062,2016,189
2016-07-08,82.56060606060606,2016,190
2016-07-09,29.024242424242424,2016,191
2016-07-10,19.560606060606062,2016,192
2016-07-11,25.415151515151518,2016,193
2016-07-12,7.554545454545455,2016,194
2016-07-13,1.303030303030303,2016,195
2016-07-14,0.706060606060606,2016,196
2016-07-15,0.0030303030303030303,2016,197
2016-07-16,1.1818181818181819,2016,198
2016-07-17,0.8545454545454545,2016,199
2016-07-18,6.3121212121212125,2016,200
2016-07-19,8.172727272727272,2016,201
2016-07-20,1.7363636363636363,2016,202
2016-07-21,1.5666666666666667,2016,203
2016-07-22,0.06060606060606061,2016,204
2016-07-23,0.0030303030303030303,2016,205
2016-07-24,0.4606060606060606,2016,206
2016-07-25,0.896969696969697,2016,207
2016-07-26,0.9363636363636363,2016,208
2016-07-27,0.2212121212121212,2016,209
2016-07-28,0.5303030303030303,2016,210
2016-07-29,3.1696969696969695,2016,211
2016-07-30,3.987878787878788,2016,212
2016-07-31,7.012121212121213,2016,213
2016-08-01,17.963636363636365,2016,214
2016-08-02,4.712121212121212,2016,215
2016-08-03,0.5878787878787879,2016,216
2016-08-04,0.3333333333333333,2016,217
2016-08-05,0.015151515151515152,2016,218
2016-08-06,2.6606060606060606,2016,219
2016-08-07,4.106060606060606,2016,220
2016-08-08,3.6,2016,221
2016-08-09,3.3878787878787877,2016,222
2016-08-10,9.403030303030304,2016,223
2016-08-11,21.815151515151513,2016,224
2016-08-12,26.563636363636363,2016,225
2016-08-13,16.3,2016,226
2016-08-14,2.3424242424242423,2016,227
2016-08-15,8.403030303030304,2016,228
2016-08-16,10.236363636363636,2016,229
2016-08-17,9.766666666666667,2016,230
2016-08-18,10.454545454545455,2016,231
2016-08-19,14.16060606060606,2016,232
