
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"19","14.2 / 2020/01/19 12:37:00","13.6 / 2020/02/19 02:39:00","18.9 / 2020/03/19 05:57:00","22.7 / 2020/04/19 05:16:00","21.8 / 2020/05/19 11:31:00","28.1 / 2020/06/19 04:07:00","27.0 / 2020/07/19 14:53:00","27.8 / 2020/08/19 05:48:00","27.9 / 2020/09/19 04:28:00","21.5 / 2020/10/19 00:01:00","22.9 / 2020/11/19 05:17:00","15.4 / 2020/12/19 20:20:00"
"20","13.7 / 2020/01/20 05:44:00","14.5 / 2020/02/20 02:13:00","19.3 / 2020/03/20 00:02:00","23.0 / 2020/04/20 06:24:00","23.0 / 2020/05/20 02:25:00","28.6 / 2020/06/20 04:47:00","25.4 / 2020/07/20 17:16:00","27.6 / 2020/08/20 05:35:00","25.4 / 2020/09/20 22:38:00","22.4 / 2020/10/20 03:37:00","23.7 / 2020/11/20 05:21:00","15.2 / 2020/12/20 19:51:00"
"21","14.7 / 2020/01/21 01:16:00","17.7 / 2020/02/21 07:01:00","20.4 / 2020/03/21 05:02:00","20.7 / 2020/04/21 20:47:00","23.2 / 2020/05/21 22:45:00","28.2 / 2020/06/21 05:41:00","26.2 / 2020/07/21 02:05:00","28.7 / 2020/08/21 04:14:00","25.8 / 2020/09/21 00:01:00","22.9 / 2020/10/21 23:50:00","22.7 / 2020/11/21 06:39:00","14.4 / 2020/12/21 06:10:00"
"22","15.6 / 2020/01/22 06:32:00","17.2 / 2020/02/22 00:36:00","21.5 / 2020/03/22 04:09:00","18.2 / 2020/04/22 18:38:00","23.3 / 2020/05/22 00:06:00","27.5 / 2020/06/22 05:58:00","27.3 / 2020/07/22 05:43:00","25.9 / 2020/08/22 15:34:00","24.3 / 2020/09/22 05:55:00","19.6 / 2020/10/22 23:39:00","21.4 / 2020/11/22 23:44:00","16.0 / 2020/12/22 02:26:00"
"23","17.2 / 2020/01/23 06:44:00","17.1 / 2020/02/23 02:54:00","19.0 / 2020/03/23 23:02:00","15.8 / 2020/04/23 21:52:00","23.0 / 2020/05/23 05:10:00","28.2 / 2020/06/23 04:41:00","27.4 / 2020/07/23 16:58:00","25.9 / 2020/08/23 02:32:00","24.3 / 2020/09/23 06:13:00","18.7 / 2020/10/23 08:06:00","20.8 / 2020/11/23 04:38:00","18.6 / 2020/12/23 04:01:00"
"24","19.2 / 2020/01/24 02:06:00","19.7 / 2020/02/24 04:14:00","19.4 / 2020/03/24 00:01:00","15.6 / 2020/04/24 06:19:00","23.7 / 2020/05/24 04:11:00","28.3 / 2020/06/24 04:39:00","26.8 / 2020/07/24 05:46:00","27.8 / 2020/08/24 05:57:00","22.6 / 2020/09/24 23:53:00","21.1 / 2020/10/24 05:31:00","21.4 / 2020/11/24 02:21:00","17.8 / 2020/12/24 21:00:00"
"25","18.6 / 2020/01/25 18:39:00","17.8 / 2020/02/25 04:38:00","20.5 / 2020/03/25 05:57:00","17.5 / 2020/04/25 00:01:00","24.8 / 2020/05/25 04:03:00","28.1 / 2020/06/25 04:56:00","27.4 / 2020/07/25 15:43:00","28.6 / 2020/08/25 05:25:00","21.6 / 2020/09/25 05:28:00","21.9 / 2020/10/25 02:22:00","22.2 / 2020/11/25 05:52:00","16.3 / 2020/12/25 08:33:00"
"26","15.7 / 2020/01/26 18:54:00","19.1 / 2020/02/26 06:23:00","22.1 / 2020/03/26 05:25:00","19.1 / 2020/04/26 03:56:00","25.5 / 2020/05/26 06:03:00","25.5 / 2020/06/26 17:25:00","25.4 / 2020/07/26 15:10:00","28.2 / 2020/08/26 05:25:00","21.7 / 2020/09/26 23:45:00","22.8 / 2020/10/26 01:08:00","22.9 / 2020/11/26 05:45:00","17.1 / 2020/12/26 07:24:00"
"27","13.5 / 2020/01/27 17:23:00","18.7 / 2020/02/27 06:14:00","21.4 / 2020/03/27 21:24:00","21.0 / 2020/04/27 05:12:00","23.1 / 2020/05/27 18:18:00","25.9 / 2020/06/27 05:02:00","26.0 / 2020/07/27 17:01:00","25.4 / 2020/08/27 17:25:00","20.9 / 2020/09/27 08:28:00","23.5 / 2020/10/27 02:57:00","20.7 / 2020/11/27 23:34:00","17.4 / 2020/12/27 00:03:00"
"28","11.6 / 2020/01/28 22:16:00","19.4 / 2020/02/28 23:59:00","14.9 / 2020/03/28 23:17:00","20.0 / 2020/04/28 04:26:00","22.2 / 2020/05/28 03:38:00","26.3 / 2020/06/28 16:12:00","25.9 / 2020/07/28 01:24:00","25.5 / 2020/08/28 02:43:00","21.9 / 2020/09/28 00:01:00","24.2 / 2020/10/28 23:54:00","18.5 / 2020/11/28 23:37:00","17.8 / 2020/12/28 00:37:00"
"29","10.0 / 2020/01/29 23:50:00","18.1 / 2020/02/29 06:20:00","14.8 / 2020/03/29 02:17:00","21.7 / 2020/04/29 04:26:00","23.3 / 2020/05/29 00:27:00","27.3 / 2020/06/29 04:56:00","27.2 / 2020/07/29 05:37:00","26.9 / 2020/08/29 05:23:00","22.0 / 2020/09/29 01:14:00","23.2 / 2020/10/29 17:59:00","17.9 / 2020/11/29 22:27:00","19.0 / 2020/12/29 06:26:00"
"30","8.8 / 2020/01/30 23:43:00","-- / --","18.6 / 2020/03/30 03:45:00","20.7 / 2020/04/30 05:35:00","23.8 / 2020/05/30 04:42:00","27.6 / 2020/06/30 04:34:00","29.3 / 2020/07/30 04:58:00","28.1 / 2020/08/30 05:37:00","20.5 / 2020/09/30 05:36:00","21.4 / 2020/10/30 23:55:00","18.1 / 2020/11/30 00:48:00","10.3 / 2020/12/30 22:48:00"
"31","7.1 / 2020/01/31 05:08:00","-- / --","18.4 / 2020/03/31 02:12:00","-- / --","25.8 / 2020/05/31 03:56:00","-- / --","30.2 / 2020/07/31 05:15:00","26.7 / 2020/08/31 23:36:00","-- / --","20.3 / 2020/10/31 04:57:00","-- / --","7.6 / 2020/12/31 06:10:00"
"極端值","7.1 / 2020/01/31 05:08:00","8.5 / 2020/02/01 05:35:00","13.0 / 2020/03/15 05:53:00","10.3 / 2020/04/13 05:24:00","21.8 / 2020/05/19 11:31:00","24.8 / 2020/06/02 03:52:00","24.6 / 2020/07/02 17:50:00","25.1 / 2020/08/04 03:17:00","20.5 / 2020/09/30 05:36:00","18.7 / 2020/10/23 08:06:00","17.9 / 2020/11/29 22:27:00","7.6 / 2020/12/31 06:10:00"
